Year,Constituency_No,Constituency_Name,District_Name,Candidate_Name,Candidate_Sex,Candidate_Age,Candidate_Category,Party_Name,VALID_VOTES_POLLED_in_General,VALID_VOTES_POLLED_in_Postal,Total_Valid_Votes,Total_Electors,Total_Votes,Criminal_Cases,Education,Assets,Liabilities,Win_or_Loss
2021,120,Coimbatore(South),Coimbatore,VELLIMALAI,M,45,,MSSK,,,,249590,0,0,Illiterate,198000,0,
2021,120,Coimbatore(South),Coimbatore,GOPALAKRISHNAN,M,47,,NGPP,,,,249590,0,0,8th,8910658,0,
2021,120,Coimbatore(South),Coimbatore,DHANDABANI,M,47,,IND,,,,249590,0,0,6th,6100043,525000,
2021,120,Coimbatore(South),Coimbatore,SELVAKUMAR,M,25,,IND,,,,249590,0,0,Graduate,5950000,600000,
2021,120,Coimbatore(South),Coimbatore,MAYURA S JAYAKUMAR,M,47,,INC,,,,249590,0,4,PG,28788198,16270415,
2021,120,Coimbatore(South),Coimbatore,KUMAREASAN,M,38,,IND,,,,249590,0,0,10th,1420517,0,
2021,120,Coimbatore(South),Coimbatore,ABDUL WAHAB,M,44,,NTK,,,,249590,0,0,10th,441198,0,
2021,120,Coimbatore(South),Coimbatore,VANATHI SRINIVASAN,F,50,,BJP,,,,249590,0,2,PG,94134507,5930415,
2021,120,Coimbatore(South),Coimbatore,KAMALHAASAN,M,66,,MNM,,,,249590,0,0,8th,1769346476,495011010,
2021,121,Singanallur,Coimbatore,KARTHIK N,M,32,,IND,,,,304730,0,0,10th,429000,0,
2021,121,Singanallur,Coimbatore,NABAS SHERIF,M,30,,IND,,,,304730,0,0,Graduate,0,0,
2021,121,Singanallur,Coimbatore,AKBAR ALI,M,52,,IND,,,,304730,0,0,9th,15000,0,
2021,121,Singanallur,Coimbatore,KARTHICK N,M,29,,IND,,,,304730,0,0,Graduate Professional,663000,0,
2021,121,Singanallur,Coimbatore,PALANISAMY N,M,62,,MIP,,,,304730,0,0,PG,789990,37000,
2021,121,Singanallur,Coimbatore,KRISHNAN V,M,50,,IND,,,,304730,0,0,8th,15910000,800000,
2021,121,Singanallur,Coimbatore,KUMAR BABU,M,59,,IND,,,,304730,0,0,9th,110000,0,
2021,121,Singanallur,Coimbatore,VIJU ALBAN PRAKASH,M,29,,IND,,,,304730,0,0,Graduate,886100,1193000,
2021,121,Singanallur,Coimbatore,NAGARAJAN,M,53,,IND,,,,304730,0,0,PG,162000,0,
2021,121,Singanallur,Coimbatore,SELVA S R ,M,44,,AMMK,,,,304730,0,0,PG,46583265,9600000,
2021,121,Singanallur,Coimbatore,SASI KUMAR M,M,43,,ADK,,,,304730,0,0,Literate,198500,900000,
2021,121,Singanallur,Coimbatore,CHANTHIRIKA,F,40,,IND,,,,304730,0,0,10th,840000,0,
2021,121,Singanallur,Coimbatore,SENTHIL KUMAR,M,43,,USIP,,,,304730,0,0,Graduate Professional,165250,0,
2021,121,Singanallur,Coimbatore,PRAVEEN VENKATACHALAM,M,32,,IND,,,,304730,0,0,PG,5471978,700000,
2021,121,Singanallur,Coimbatore,KARTHIK N,M,56,,DMK,,,,304730,0,35,9th,42679425,3803473,
2021,121,Singanallur,Coimbatore,MOHANDASS,M,38,,IND,,,,304730,0,0,Graduate,2240571,0,
2021,121,Singanallur,Coimbatore,MANIRAJ,M,58,,IND,,,,304730,0,0,Literate,9944781,1600000,
2021,121,Singanallur,Coimbatore,NARMADA,F,37,,NTK,,,,304730,0,1,Graduate,8605849,0,
2021,121,Singanallur,Coimbatore,MAHENDRAN,M,58,,MNM,,,,304730,0,0,PG,1786727431,72093971,
2021,121,Singanallur,Coimbatore,JAYARAM K R,M,47,,AIADMK,,,,304730,0,0,9th,903217625,230159014,
2021,121,Singanallur,Coimbatore,GOWTHAM P,M,31,,IND,,,,304730,0,0,PG,785000,0,
2021,122,Kinathukadavu,Coimbatore,KURUCHI PRABHAKARAN,M,46,,DMK,,,,324145,0,3,Graduate,87200837,33889286,
2021,122,Kinathukadavu,Coimbatore,DAMODARAN,M,69,,AIADMK,,,,324145,0,0,10th,51251260,0,
2021,122,Kinathukadavu,Coimbatore,ANBAZHAGAN,M,38,,VTVTK,,,,324145,0,0,9th,36000,45000,
2021,122,Kinathukadavu,Coimbatore,UMAJAGADESH,M,36,,NTK,,,,324145,0,0,PG,1570449,895000,
2021,122,Kinathukadavu,Coimbatore,SIVA,M,43,,MNM,,,,324145,0,0,Literate,18306811,4328355,
2021,122,Kinathukadavu,Coimbatore,MARIAPPAN,M,43,,GPI,,,,324145,0,0,7th,43500,0,
2021,122,Kinathukadavu,Coimbatore,ROHINI MA.PA,M,54,,AMMK,,,,324145,0,3,12th,9405557,512003,
2021,122,Kinathukadavu,Coimbatore,JAMES,M,68,,AIJMK,,,,324145,0,0,9th,15403976,10340520,
2021,122,Kinathukadavu,Coimbatore,ATHEESWARAN,M,40,,IND,,,,324145,0,0,12th,1307256,954739,
2021,122,Kinathukadavu,Coimbatore,DHARMALINGAM,M,51,,IND,,,,324145,0,0,10th,684556,0,
2021,122,Kinathukadavu,Coimbatore,NAZIR BABU,M,48,,IND,,,,324145,0,0,10th,0,0,
2021,122,Kinathukadavu,Coimbatore,NAGENDRAN,M,37,,IND,,,,324145,0,0,10th,554500,0,
2021,122,Kinathukadavu,Coimbatore,NOOR MUHAMAD,M,63,,IND,,,,324145,0,0,Illiterate,17983551,0,
2021,122,Kinathukadavu,Coimbatore,VELUSAMY,M,59,,IND,,,,324145,0,0,10th,4929478,0,
2021,123,Pollachi,Coimbatore,MUTHUKUMARASAMY,M,46,,IND,,,,1017811,0,0,12th,291397,0,
2021,123,Pollachi,Coimbatore,SHANTHU MOHAMED,M,37,,IND,,,,1017811,0,0,10th,1015,0,
2021,123,Pollachi,Coimbatore,ARUCHAMY C M,M,56,,BSP,,,,1017811,0,0,6th,466500,0,
2021,123,Pollachi,Coimbatore,VARADHARAJAN,M,67,,DMK,,,,1017811,0,1,PG,180311266,8719457,
2021,123,Pollachi,Coimbatore,SATHIESHKUMAR,M,46,,MNM,,,,1017811,0,0,12th,64029561,350000,
2021,123,Pollachi,Coimbatore,POLLACHI V.JAYARAMAN,M,67,,AIADMK,,,,1017811,0,0,Doctorate,308896045,24961645,
2021,123,Pollachi,Coimbatore,LOGESHWARI,F,32,,NTK,,,,1017811,0,0,Graduate,6727000,789000,
2021,123,Pollachi,Coimbatore,SUGUMAR,M,60,,AMMK,,,,1017811,0,0,Graduate,200294816,14273692,
2021,124,Valparai,Coimbatore,RANGASAMY T M,M,57,,IND,,,,205335,0,0,10th,2500,0,
2021,124,Valparai,Coimbatore,AMULKANDASAMI,M,55,,AIADMK,,,,205335,0,0,10th,19754937,2865915,
2021,124,Valparai,Coimbatore,SENTHILRAJ,M,57,,MNM,,,,205335,0,0,PG,5134135,0,
2021,124,Valparai,Coimbatore,MURUGARAJ,M,58,,DMDK,,,,205335,0,0,PG,959000,0,
2021,124,Valparai,Coimbatore,ARUMUGAM,M,69,,CPI,,,,205335,0,0,10th,4155288,700000,
2021,124,Valparai,Coimbatore,KOHILA,F,31,,NTK,,,,205335,0,0,PG,4129869,1950000,
